episode,total_demand,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48
2554,1845,8,2,5,22,8,3,0,8,22,13,26,8,3,7,48,50,70,13,1,10,29,63,287,147,6,4,53,36,84,145,72,31,15,35,64,33,74,65,2,52,85,25,16,34,26,14,9,8,4
2555,1834,11,0,4,20,15,4,0,12,22,3,23,9,4,6,50,66,87,21,4,7,31,56,283,115,2,4,42,44,80,119,76,43,13,26,80,42,67,75,1,34,91,19,18,42,20,17,20,5,1
2556,1901,10,0,9,15,13,1,0,16,13,7,23,8,6,11,42,62,56,19,3,9,36,67,284,122,5,1,40,53,85,159,107,53,17,22,84,41,70,80,2,44,66,20,13,46,26,14,11,6,4
2557,1892,11,2,6,25,13,1,0,18,27,11,18,15,2,9,51,68,75,16,6,16,30,63,298,108,3,2,37,52,82,141,73,41,11,18,84,35,72,80,1,52,84,24,11,37,22,16,14,8,3
2558,1784,6,1,6,32,16,2,0,17,21,9,17,5,1,8,47,53,63,8,1,9,30,46,282,124,4,6,51,40,78,131,74,41,10,23,90,23,72,69,1,51,78,24,12,36,27,21,10,6,2
2559,1790,10,0,4,10,8,3,0,16,20,4,17,12,1,11,60,52,59,10,2,6,37,54,265,125,4,7,42,36,85,117,64,53,19,24,81,47,66,68,3,39,89,31,12,45,31,20,13,4,4
2560,1774,14,1,3,12,7,3,0,12,24,7,20,8,0,4,49,54,78,13,1,16,32,58,258,105,7,6,45,32,63,118,74,42,13,20,80,50,85,69,0,58,80,21,19,41,32,17,14,9,0
2561,1835,9,1,3,27,10,3,0,10,20,12,30,11,3,9,53,80,74,13,2,9,38,49,257,103,5,8,36,36,66,142,67,44,11,22,65,53,90,72,1,47,84,24,11,56,28,16,11,10,4
2562,1788,10,0,5,19,13,2,0,11,16,8,18,10,4,7,50,46,71,16,4,11,25,60,277,116,5,9,44,36,67,120,79,44,18,16,68,38,82,82,2,49,78,34,10,40,21,26,16,2,3
2563,1801,12,0,6,24,11,2,0,10,15,11,27,16,0,9,62,49,66,15,3,13,35,52,266,106,6,6,42,50,54,142,89,43,14,18,86,44,60,71,1,48,83,10,17,32,30,19,19,5,2
2564,1826,9,0,6,20,9,6,0,17,22,14,19,10,1,7,54,52,70,18,2,7,42,58,272,142,4,5,44,40,59,132,66,50,19,16,65,46,70,78,1,49,78,21,14,34,32,18,17,6,5
2565,1774,9,1,3,21,3,2,0,14,22,9,18,11,3,3,46,61,82,7,0,5,23,44,283,113,5,3,44,48,67,145,72,47,14,28,60,43,68,82,3,39,89,17,14,33,22,19,18,9,2
2566,1761,6,1,6,15,10,2,0,12,19,4,23,8,1,6,52,47,75,13,2,13,26,59,260,130,3,6,42,39,78,111,86,44,18,17,84,39,59,64,0,58,85,12,16,44,22,17,18,8,1
2567,1807,9,1,3,22,12,1,0,8,19,10,22,11,3,9,55,65,57,12,2,12,29,57,291,115,7,4,39,35,84,146,89,41,15,17,75,32,59,76,2,45,66,26,14,43,26,11,20,9,1
2568,1821,11,2,6,17,16,3,0,17,18,6,15,10,3,6,43,60,59,15,1,14,32,57,282,130,6,9,44,35,87,131,85,38,12,31,80,40,63,75,0,41,75,29,8,42,26,15,17,7,2
2569,1794,9,0,2,13,9,5,0,11,23,9,16,13,3,9,53,52,55,15,1,11,28,53,287,110,6,9,44,24,64,158,88,41,17,24,82,45,58,76,1,39,82,26,14,45,22,10,16,11,5
2570,1798,7,1,3,16,9,5,0,13,22,10,24,13,2,7,57,48,64,13,4,6,28,63,303,103,4,5,52,38,65,127,87,36,10,17,83,51,61,85,0,39,91,16,15,40,26,11,11,4,3
2571,1752,6,0,5,21,12,2,0,5,11,7,29,8,1,5,46,62,68,12,3,6,36,60,285,110,5,3,42,39,69,116,74,44,16,18,75,37,73,67,2,54,80,14,15,52,25,16,7,9,0
2572,1782,10,0,6,14,14,3,0,9,20,7,23,9,4,15,33,60,66,21,1,5,30,57,237,112,3,7,45,39,72,142,75,46,22,16,74,56,69,79,1,38,94,25,20,44,22,21,10,3,3
2573,1819,7,2,3,20,9,3,0,10,23,12,29,6,3,9,58,43,75,16,2,8,30,55,292,104,6,3,39,48,79,135,79,43,16,25,87,27,58,71,1,52,87,19,14,40,27,22,13,8,1
2574,1843,10,0,4,14,12,2,0,19,21,13,18,4,2,4,54,65,75,16,2,7,31,55,285,114,2,6,44,50,75,141,80,39,16,12,79,57,67,76,2,46,85,31,15,34,29,11,9,6,4
2575,1827,8,1,5,14,9,0,0,11,17,11,28,11,0,5,42,57,73,17,1,11,32,55,310,109,5,1,52,40,67,121,86,40,10,21,81,41,61,85,2,50,86,28,10,40,26,10,21,11,5
2576,1886,8,2,5,19,8,1,0,14,12,11,26,13,3,4,32,61,68,16,4,15,32,38,265,132,2,5,46,37,77,154,84,50,24,20,75,54,80,89,2,51,90,32,11,39,22,24,14,11,4
2577,1736,10,0,6,20,8,2,0,18,24,12,16,8,0,7,39,59,65,9,3,10,34,64,273,118,4,6,45,42,65,133,71,37,16,19,63,37,60,60,0,50,85,19,15,35,28,14,19,5,3
2578,1781,10,1,5,23,10,2,0,14,20,13,16,5,3,7,57,47,61,16,2,11,36,43,262,130,5,2,44,41,68,137,95,43,12,20,79,43,59,65,1,57,82,28,14,37,23,19,6,6,1
2579,1855,11,1,6,22,14,4,0,16,14,12,27,9,1,7,38,56,63,18,2,14,29,48,298,133,6,2,37,46,92,153,89,42,9,21,89,38,62,67,0,33,85,22,16,36,23,19,14,9,2
2580,1807,9,2,5,11,12,1,0,10,25,10,17,10,1,3,51,55,58,17,1,9,41,51,287,118,7,5,62,36,80,114,83,41,18,23,83,34,55,76,3,52,77,32,16,42,26,17,10,10,1
2581,1822,8,0,10,12,9,3,0,13,15,12,22,9,4,6,36,61,73,15,3,8,37,63,276,124,9,8,45,43,64,122,88,37,13,27,76,47,56,70,0,46,90,20,16,46,31,20,16,10,3
2582,1794,6,1,5,24,7,3,0,4,23,9,18,11,2,12,56,52,67,15,1,9,37,50,298,107,3,2,46,45,65,143,80,38,12,28,69,41,72,62,1,62,70,23,16,47,17,17,11,4,3
2583,1780,10,1,9,30,8,2,0,7,22,9,25,7,3,7,60,48,63,10,6,7,29,53,285,124,4,6,53,38,73,126,67,48,13,14,71,41,79,82,0,45,68,24,10,30,25,18,7,13,0
2584,1818,13,1,5,21,9,1,0,14,16,15,27,10,2,6,52,62,58,19,3,9,36,53,285,132,5,4,47,35,77,130,77,47,17,19,71,33,66,77,0,52,81,17,17,40,20,17,14,5,1
2585,1833,10,0,4,10,9,6,0,17,26,10,25,6,3,9,46,56,98,14,1,9,30,54,297,117,5,5,53,40,67,137,68,40,18,24,84,41,51,63,0,54,94,20,14,40,17,19,14,7,1
2586,1808,14,1,8,19,13,2,0,11,19,8,29,7,1,6,52,58,52,14,3,16,34,51,295,116,5,4,52,44,61,139,80,39,15,27,67,50,65,66,1,52,81,21,13,41,24,10,16,3,3
2587,1827,13,0,9,21,11,1,0,5,22,7,18,12,2,11,52,55,63,19,2,13,30,63,290,121,5,2,49,42,73,125,78,42,14,23,82,43,66,76,0,44,80,26,10,49,19,17,15,6,1
2588,1838,15,1,9,13,6,2,0,18,14,9,24,12,0,5,53,82,81,9,3,8,28,46,283,116,6,6,39,50,67,140,77,52,17,19,79,49,80,84,1,44,71,15,10,35,27,17,8,7,1
2589,1779,9,0,5,20,7,3,0,13,20,11,21,9,1,6,51,60,76,17,2,6,32,50,278,125,2,5,40,42,59,137,78,32,15,26,78,35,71,77,3,48,68,22,19,39,26,15,14,5,1
2590,1779,13,0,4,16,11,3,0,12,12,10,31,12,2,12,44,66,77,12,4,9,27,44,271,111,6,2,37,39,64,135,77,35,19,21,83,43,71,74,0,58,75,24,13,35,26,18,11,8,2
2591,1748,9,0,5,15,9,3,0,19,14,13,19,8,1,6,50,52,64,15,1,11,31,51,267,104,4,4,38,37,71,122,82,46,18,26,76,30,74,86,4,53,76,17,17,38,23,14,18,3,4
2592,1698,5,1,1,19,8,2,0,9,17,11,17,5,2,7,55,50,75,21,4,6,27,49,273,110,2,7,40,47,77,128,65,37,12,19,62,36,60,72,0,44,72,22,15,50,21,16,12,6,2
2593,1778,8,1,6,19,12,1,0,18,13,13,19,13,1,6,39,52,74,16,1,14,39,45,251,129,3,7,38,40,65,140,72,43,14,19,72,45,71,83,0,40,79,23,16,47,29,23,11,7,1
2594,1780,11,0,6,24,15,1,0,9,17,13,22,12,1,6,59,55,78,14,1,9,36,47,268,106,5,2,40,35,66,133,100,32,20,13,75,32,54,71,0,48,88,27,18,51,19,19,12,9,1
2595,1810,8,0,9,16,12,3,0,11,16,5,22,8,4,5,52,44,64,19,4,9,34,74,287,135,10,5,44,38,68,121,69,37,10,22,79,48,61,79,1,52,75,18,12,53,26,13,11,12,5
2596,1874,12,1,2,20,6,2,0,9,14,10,29,11,2,5,60,58,77,14,5,13,40,49,304,127,5,3,45,42,77,131,75,53,22,17,82,47,68,79,2,54,65,24,15,40,23,10,14,8,3
2597,1740,8,0,6,19,10,2,1,4,26,9,19,13,0,7,47,53,73,17,3,6,28,48,263,115,5,4,40,42,57,127,91,33,24,14,70,43,52,51,0,48,86,35,15,48,32,17,16,9,4
2598,1776,12,1,7,15,12,1,0,17,13,7,16,8,4,5,52,58,68,18,2,12,30,47,267,107,4,5,37,32,77,104,96,56,12,17,83,46,79,80,2,44,75,24,15,33,29,15,20,10,2
2599,1846,10,1,12,17,9,2,0,25,19,9,26,16,2,10,44,57,70,16,6,10,33,57,250,132,8,4,56,41,66,130,91,38,9,25,80,48,63,78,1,52,79,18,15,41,24,23,15,5,3
2600,1818,11,0,5,14,11,2,0,9,16,8,28,12,1,7,52,52,55,18,0,14,33,54,256,114,7,1,34,45,75,135,94,43,14,30,77,46,72,83,2,46,85,36,15,38,17,21,19,8,3
2601,1846,10,2,9,25,7,3,0,11,16,11,28,10,0,9,47,61,62,17,2,15,30,52,281,113,3,6,32,32,82,132,74,49,23,27,89,51,60,87,0,53,84,17,18,47,23,14,14,8,0
2602,1818,10,0,3,22,12,1,0,13,17,10,18,8,1,9,55,62,69,16,2,12,40,44,290,120,5,3,39,31,75,142,82,46,14,26,67,37,66,71,1,36,82,23,13,56,28,22,11,8,0
2603,1758,1,0,5,23,10,1,1,11,19,12,19,11,4,7,49,50,61,13,1,9,29,71,259,108,2,8,44,45,75,97,75,48,14,19,66,49,76,70,1,55,81,26,17,51,24,21,10,8,2
2604,1819,10,0,7,20,8,0,0,16,28,12,22,9,2,2,36,55,56,13,3,10,25,49,303,116,5,7,50,38,76,142,76,55,13,20,72,45,67,65,1,41,100,23,20,42,21,16,12,6,4
2605,1875,11,1,7,18,8,4,0,10,16,16,19,6,2,10,58,66,90,12,4,6,31,60,250,138,10,3,35,42,70,156,96,49,19,18,75,52,62,74,2,52,74,32,12,39,21,19,11,9,0
2606,1828,10,1,8,14,9,4,0,15,19,14,22,7,4,9,49,48,79,11,2,15,24,45,303,126,3,5,31,31,93,116,96,39,14,19,79,46,59,74,0,56,88,21,16,43,20,21,10,5,5
2607,1842,10,0,8,23,10,3,0,14,24,11,26,9,1,8,65,56,75,16,2,12,32,55,300,116,2,6,46,41,59,133,81,39,18,16,71,43,66,88,0,46,73,22,13,36,25,18,20,4,0
2608,1849,10,0,6,24,7,2,0,11,18,7,23,10,1,13,43,50,77,15,2,11,36,56,316,124,4,3,35,36,79,142,95,44,22,17,76,34,69,72,2,45,73,12,15,51,29,14,9,6,3
2609,1811,7,1,4,30,10,1,0,10,18,9,17,8,2,15,51,50,62,15,0,5,37,52,271,110,2,7,46,43,75,128,80,46,9,26,77,49,68,87,1,55,86,25,13,41,21,18,11,10,2
2610,1820,5,0,13,19,9,3,0,15,16,12,18,9,2,10,43,57,62,16,0,13,38,58,277,123,1,4,50,45,68,113,90,41,16,22,76,55,77,72,0,49,88,24,19,33,26,14,10,8,1
2611,1809,5,1,4,18,4,1,0,10,20,11,15,15,0,5,62,58,67,30,1,13,30,60,277,115,1,4,43,42,76,134,79,49,9,24,61,41,74,81,1,41,72,27,16,39,21,18,20,10,4
2612,1806,9,0,9,16,15,2,0,13,14,7,20,15,0,10,53,58,73,23,2,11,23,45,297,123,8,3,37,35,72,119,77,48,14,21,80,34,70,55,1,41,90,24,17,45,24,20,17,9,7
2613,1781,12,0,3,19,9,3,0,13,16,7,23,8,2,8,40,56,75,19,3,7,42,55,268,109,8,3,36,40,81,136,63,43,26,11,71,47,69,83,3,57,72,29,15,33,21,16,14,4,3
2614,1786,8,3,4,13,10,1,0,8,17,13,18,6,1,4,49,57,65,13,1,12,25,78,250,121,3,6,48,29,64,150,66,42,10,38,75,35,68,92,2,46,91,28,13,39,20,18,18,7,1
2615,1822,9,0,7,22,11,1,0,5,20,6,14,5,1,8,53,54,78,14,2,9,38,46,279,145,8,4,44,38,60,131,84,56,16,19,89,44,60,80,1,35,90,14,11,39,24,21,11,12,4
2616,1832,12,2,6,20,11,1,0,13,22,13,23,12,0,6,48,66,69,18,4,13,41,63,274,115,7,1,32,44,75,130,88,40,9,19,78,45,64,74,3,62,83,27,9,38,17,15,9,10,1
2617,1821,13,0,5,18,12,2,0,9,21,12,20,14,2,9,57,58,87,18,2,5,34,55,251,106,8,2,50,53,72,122,80,39,21,18,86,44,82,94,1,52,58,19,13,42,23,16,7,5,4
2618,1747,4,4,7,20,6,5,0,15,11,6,26,5,2,10,39,54,70,21,2,10,23,57,292,130,3,6,35,44,67,124,84,31,13,23,74,48,61,60,2,53,83,17,9,31,26,15,10,4,5
2619,1763,4,0,7,12,8,3,0,13,21,9,21,7,2,8,47,59,71,14,5,10,31,55,309,130,5,2,24,33,60,135,83,44,7,20,68,39,67,77,2,37,69,13,21,40,27,19,17,6,2
2620,1795,10,0,4,19,10,2,0,11,19,7,26,9,3,9,44,65,86,16,4,12,22,56,272,121,4,2,55,38,69,131,87,50,18,15,63,44,65,68,3,46,80,26,15,32,16,20,11,8,2
2621,1809,5,0,5,22,9,4,0,15,15,11,19,14,1,9,42,45,58,14,2,8,37,56,285,109,5,1,50,37,75,136,84,37,20,26,63,56,61,86,0,42,93,22,15,50,23,11,17,10,4
2622,1863,12,1,11,19,9,2,0,13,19,16,21,19,6,9,57,56,83,15,2,7,26,53,268,124,4,6,41,47,80,139,91,47,15,17,70,49,56,88,2,44,85,14,15,40,26,22,12,4,1
2623,1912,10,1,5,20,14,2,0,14,24,6,32,12,0,14,52,62,64,18,1,8,35,62,281,99,6,7,45,61,67,151,91,42,15,23,81,48,72,73,0,53,92,22,10,45,29,25,9,8,1
2624,1823,13,1,4,15,12,2,0,10,16,16,32,11,2,5,42,49,65,10,3,12,29,57,291,119,8,6,48,32,65,134,83,47,23,23,72,31,73,64,1,61,86,20,14,50,24,19,16,3,4
2625,1902,12,0,7,24,4,0,0,8,23,15,20,12,1,9,43,67,78,20,1,11,33,55,305,140,4,2,34,49,60,145,96,51,12,30,69,31,82,81,0,55,68,17,13,53,19,20,13,8,2
2626,1912,8,1,4,21,11,3,0,12,22,12,37,9,1,12,53,59,78,12,5,15,38,58,330,132,6,3,57,44,78,149,69,28,14,28,72,38,59,65,2,50,83,20,12,45,25,12,13,6,1
2627,1814,12,1,5,10,12,4,0,12,26,8,16,12,1,11,47,59,68,16,1,11,39,45,279,122,3,7,39,41,59,124,68,42,22,26,86,42,67,65,2,54,90,23,13,48,27,22,16,8,3
2628,1860,9,0,9,20,9,3,0,13,11,11,23,8,0,6,52,55,86,18,1,10,28,58,270,123,7,7,44,44,92,139,86,38,16,28,79,39,71,67,0,41,93,27,12,33,28,20,16,8,2
2629,1886,11,0,10,16,18,2,0,9,16,15,23,9,2,8,54,62,72,15,1,14,32,48,268,116,5,7,51,46,87,125,93,46,18,30,75,38,68,75,2,50,92,24,14,48,24,21,16,6,4
2630,1861,10,1,7,24,8,3,0,16,18,7,21,12,2,8,53,53,82,15,4,14,35,53,279,132,4,4,47,47,76,134,75,42,12,21,79,38,75,76,1,38,79,23,15,41,34,15,19,8,1
2631,1808,10,0,7,27,10,1,0,11,14,12,22,6,3,4,49,64,65,15,1,12,28,45,276,124,5,5,44,47,78,141,72,48,10,17,86,36,62,77,2,50,70,22,14,47,24,20,14,7,4
2632,1848,12,1,5,20,17,2,0,11,18,8,23,8,3,7,36,61,76,11,1,12,42,62,277,100,5,0,47,46,76,140,91,42,21,31,72,42,71,81,1,48,88,22,13,36,21,18,14,6,3
2633,1759,13,0,7,24,12,2,0,10,16,7,21,7,1,7,37,58,72,12,5,8,36,51,278,92,1,3,50,31,72,128,88,36,17,32,80,35,58,82,1,48,77,29,9,46,24,17,14,3,2
2634,1824,4,1,3,24,6,2,0,9,21,5,27,3,4,6,61,52,85,13,3,6,22,49,277,109,6,3,52,36,82,149,77,35,12,26,70,50,68,91,1,47,88,23,15,39,28,14,11,8,1
2635,1739,15,2,6,20,13,1,0,13,17,7,19,9,4,7,43,52,60,13,4,11,35,40,244,115,6,3,49,38,74,141,70,51,22,26,60,43,62,74,0,54,81,23,12,34,14,25,18,6,3
2636,1814,15,0,4,16,8,0,0,15,21,10,27,7,3,7,61,54,68,12,2,11,31,45,272,127,2,4,50,55,69,128,66,41,13,18,70,50,60,97,1,40,75,22,16,37,37,27,12,6,2
2637,1774,8,0,4,15,15,1,0,19,17,13,16,7,2,10,42,56,75,14,5,7,38,53,270,120,3,6,47,37,59,151,76,41,8,29,90,33,64,62,0,41,79,26,15,36,20,18,15,9,2
2638,1813,11,1,4,22,10,1,0,15,19,6,19,8,4,9,63,56,73,14,5,10,44,51,264,121,6,4,45,54,72,126,69,35,21,29,70,46,66,54,0,50,80,21,12,41,32,16,18,12,4
2639,1786,11,0,3,15,9,3,0,11,23,13,18,14,2,6,42,47,67,14,3,10,40,60,294,113,3,5,41,38,78,118,76,52,18,20,79,31,74,70,1,47,79,17,11,52,23,16,12,6,1
2640,1811,8,2,2,14,12,2,0,15,19,11,16,12,4,10,49,53,67,9,3,8,40,67,304,112,3,2,50,31,76,100,71,52,14,20,89,50,62,78,0,61,81,18,18,47,13,10,15,7,4
2641,1832,17,1,5,15,8,4,0,14,21,12,25,12,1,4,44,46,81,8,5,5,32,58,328,101,4,4,65,35,65,123,72,50,24,24,79,37,69,77,4,45,62,26,13,42,31,12,19,3,0
2642,1748,16,0,6,16,6,3,0,13,19,15,14,12,1,16,56,39,58,14,2,6,27,54,269,112,10,3,46,37,56,133,77,42,16,21,72,39,65,66,1,46,96,29,11,51,23,12,12,8,2
2643,1885,13,2,8,21,11,2,0,16,28,12,21,7,2,7,52,52,74,15,0,12,34,60,303,129,4,7,52,45,65,133,91,42,17,27,77,38,65,61,1,46,82,18,8,52,30,15,14,11,3
2644,1680,10,1,5,15,11,2,0,9,22,10,19,5,5,10,50,45,59,8,1,7,24,46,248,107,1,4,39,45,58,117,70,39,21,20,92,35,76,78,0,55,79,19,13,32,27,14,15,7,5
2645,1906,9,0,6,19,17,6,1,12,16,7,19,10,2,9,47,62,68,17,3,10,35,47,271,118,4,11,34,59,82,157,90,55,19,28,72,49,68,70,0,42,102,24,12,41,30,17,14,14,1
2646,1785,10,2,5,16,13,3,0,11,13,7,20,11,2,8,38,40,76,15,1,10,38,57,272,124,5,5,53,38,62,141,83,36,17,20,79,40,62,73,3,64,80,29,8,32,23,20,13,5,2
2647,1819,8,0,6,28,9,0,0,12,17,10,13,7,0,6,56,55,72,16,4,11,27,53,290,114,5,3,51,41,73,147,72,30,20,33,71,38,73,74,2,51,76,22,24,32,29,18,12,7,1
2648,1847,7,0,9,23,8,2,0,21,21,13,20,6,0,6,52,71,61,17,1,14,35,55,285,108,4,3,36,50,79,162,75,32,23,20,87,33,65,69,0,59,81,25,9,41,23,18,12,5,1
2649,1845,9,2,5,17,13,3,1,18,20,10,29,8,6,15,53,53,72,12,1,6,27,60,279,129,8,5,42,39,67,117,81,39,19,23,84,38,77,78,0,54,87,25,15,33,27,13,18,7,1
2650,1815,13,1,2,20,7,6,0,12,17,8,19,11,0,5,50,42,80,19,0,10,31,58,308,117,6,3,38,47,74,125,72,39,12,20,75,36,67,75,1,53,78,18,19,50,25,25,16,4,1
2651,1725,7,1,3,21,7,1,0,4,11,11,21,9,2,7,44,61,72,20,3,12,37,46,278,127,3,2,40,37,72,127,66,32,9,25,75,35,64,74,2,51,62,14,12,47,28,11,21,8,3
2652,1806,12,2,11,26,13,2,0,14,19,12,10,10,2,3,49,68,69,13,2,11,40,48,269,121,6,5,46,57,76,138,71,36,14,23,82,40,52,62,1,53,87,14,15,45,24,12,15,4,2
2653,1879,7,0,4,20,10,1,1,20,19,9,27,4,2,9,51,66,68,15,4,8,31,50,285,122,3,5,46,41,74,140,87,42,18,18,93,43,75,77,0,49,85,30,14,47,19,12,16,9,3
2654,1823,9,1,8,22,10,1,0,9,17,10,18,11,2,7,51,62,67,16,3,9,27,48,286,115,1,4,33,49,74,140,79,37,16,21,75,38,91,91,2,45,86,18,17,39,20,21,12,4,1
2655,1815,11,0,6,19,8,3,0,12,14,9,22,7,2,5,54,49,70,20,0,8,38,48,303,106,4,1,53,36,78,139,70,48,14,23,80,36,76,74,1,47,81,20,14,38,28,19,14,5,2
2656,1820,17,0,6,20,8,2,0,13,17,10,17,9,2,7,52,54,70,13,4,8,32,57,247,140,7,2,35,42,56,141,81,51,16,31,65,45,94,65,0,47,97,26,7,54,16,19,13,3,2
2657,1861,15,0,2,25,11,5,0,7,19,9,31,9,2,13,52,63,60,19,3,5,28,53,294,124,6,3,43,46,94,117,86,42,18,21,72,45,77,83,1,48,81,15,12,41,27,11,12,11,0
2658,1838,18,1,9,15,7,4,0,17,17,9,21,11,0,13,43,52,84,20,0,13,32,57,311,123,3,2,41,39,66,141,72,43,6,26,73,45,62,70,0,60,74,22,18,31,28,11,14,9,5
2659,1844,10,0,1,22,12,2,0,10,19,11,16,8,2,9,33,68,80,27,4,9,24,59,280,122,5,7,51,40,67,132,84,39,19,26,91,56,59,72,1,47,70,29,14,46,26,15,12,5,3
2660,1790,7,0,4,23,11,1,0,12,19,11,14,10,2,7,43,62,76,13,2,18,30,58,270,109,4,6,50,35,66,131,87,43,11,21,72,46,65,81,0,55,77,21,17,42,24,14,14,4,2
2661,1766,12,1,5,19,14,0,0,13,22,9,18,7,5,7,51,44,75,24,1,9,31,51,253,115,2,3,52,41,70,130,62,43,18,22,81,48,60,81,1,37,83,24,10,47,32,12,13,5,3
2662,1785,5,1,3,16,6,4,0,13,15,14,25,10,1,8,57,46,66,17,0,8,30,54,303,124,5,2,38,30,59,136,95,41,15,14,70,41,76,76,0,41,67,25,12,43,27,26,12,6,2
2663,1811,9,0,6,22,8,0,0,12,10,17,22,7,4,4,56,48,69,10,2,11,28,52,268,118,3,5,53,37,69,146,83,45,16,14,97,51,66,83,3,44,78,25,15,36,19,18,17,3,2
2664,1769,12,0,5,15,17,3,0,13,16,9,11,5,3,9,37,63,57,13,4,9,42,54,325,124,6,2,37,35,75,121,77,40,9,25,61,43,59,70,0,48,72,14,8,42,21,30,15,9,4
2665,1800,10,1,5,17,8,2,0,12,21,9,32,9,4,6,49,59,61,16,2,10,29,53,282,108,6,1,48,40,70,127,77,43,9,20,66,43,77,84,0,51,76,28,15,47,26,16,17,5,3
2666,1812,6,0,7,13,14,2,0,18,14,9,24,4,3,8,49,57,78,15,1,12,26,58,297,115,3,2,41,40,72,117,75,41,15,22,84,41,61,72,0,48,74,26,19,51,35,17,15,9,2
2667,1789,11,0,6,24,8,1,0,16,19,13,28,10,3,5,37,46,75,12,5,8,26,54,267,117,5,4,44,39,73,129,81,49,17,34,75,43,78,67,2,42,63,27,10,43,33,15,19,4,2
2668,1847,8,2,7,12,12,2,0,22,24,6,22,6,3,7,48,62,76,9,1,8,27,52,277,135,8,6,57,49,79,130,68,43,15,15,85,36,67,86,6,54,76,17,13,42,21,15,18,12,1
2669,1843,12,0,2,20,8,0,0,13,15,11,27,10,2,9,49,52,79,11,4,7,24,55,299,122,6,5,51,38,70,148,71,44,15,27,75,42,82,63,2,49,92,19,13,39,22,20,8,5,6
2670,1850,10,0,6,21,8,2,0,13,28,11,16,10,2,7,53,50,62,16,1,12,42,65,275,118,3,4,39,41,54,138,78,46,18,26,83,44,78,87,2,44,87,28,10,31,33,19,14,12,3
2671,1929,11,2,3,13,15,3,0,13,19,16,21,8,3,13,48,68,66,13,2,11,33,59,296,126,7,3,49,41,83,131,83,46,21,32,96,43,63,66,1,63,88,16,12,49,29,15,13,13,4
2672,1816,9,1,8,21,16,2,0,14,15,11,23,6,2,8,62,57,66,16,1,6,26,52,304,119,4,3,47,37,65,152,67,42,16,21,92,39,60,76,1,44,78,21,18,40,17,15,7,8,1
2673,1882,6,1,10,16,13,5,0,10,16,13,23,10,1,8,48,53,83,16,2,11,38,64,258,120,9,4,48,42,75,133,93,54,18,24,77,54,67,71,0,57,93,33,12,38,23,16,11,2,3
2674,1861,8,1,6,15,6,0,0,13,25,8,25,11,2,9,43,50,74,19,4,7,43,51,295,122,9,7,51,49,75,148,79,36,15,22,64,48,63,70,1,55,83,13,18,45,32,14,15,10,2
2675,1845,13,1,1,21,10,2,0,10,17,10,15,9,2,8,45,64,80,15,2,8,24,50,297,99,6,10,50,37,86,148,65,45,16,28,79,41,66,85,1,54,83,26,14,38,30,15,10,6,3
2676,1854,7,0,6,20,9,2,0,16,20,13,16,7,6,9,46,57,76,19,2,10,22,59,287,110,2,7,43,46,81,152,80,42,18,24,78,46,77,68,4,49,76,23,13,43,26,12,14,8,3
2677,1812,7,2,3,30,8,1,0,16,15,8,21,13,2,10,49,59,86,12,2,8,26,53,276,113,12,3,51,35,78,132,96,32,13,19,84,43,67,79,0,43,72,18,14,35,21,20,15,6,4
2678,1832,10,1,6,17,4,4,0,13,15,16,17,11,2,7,47,56,74,9,1,12,37,54,286,114,8,2,35,38,59,137,87,47,15,18,104,52,64,87,2,50,74,20,11,54,22,12,13,8,0
2679,1809,8,2,3,18,10,3,0,15,14,9,27,10,2,5,61,53,59,17,2,12,30,54,290,120,4,3,45,40,78,105,76,39,21,20,89,33,67,79,3,51,88,27,21,37,15,15,16,8,5
2680,1744,7,1,7,16,9,6,0,19,21,12,20,10,2,13,33,60,77,10,2,5,20,53,274,110,5,4,41,44,63,115,72,45,18,28,77,33,60,67,1,59,76,24,21,41,21,19,14,6,3
2681,1739,9,2,8,23,13,1,0,17,13,11,19,8,1,10,46,55,65,12,1,8,28,48,246,139,1,4,41,36,80,108,84,44,16,24,72,47,69,82,1,48,51,22,18,51,22,13,12,8,2
2682,1840,12,0,7,16,8,0,0,10,14,10,25,14,3,8,61,59,66,13,3,8,37,55,292,122,5,2,49,44,73,121,96,30,18,24,77,56,63,65,2,43,96,20,10,43,22,11,16,9,2
2683,1847,16,0,5,14,10,5,0,12,16,12,22,9,3,6,54,55,72,10,3,8,40,53,300,116,3,2,38,44,67,143,82,41,16,34,72,34,68,88,0,41,84,29,15,37,28,20,10,7,3
2684,1792,9,2,7,22,11,2,0,17,13,9,18,5,4,4,43,57,65,17,1,17,35,59,281,116,2,4,41,38,79,118,83,28,17,21,77,38,60,89,0,52,99,27,10,39,17,18,11,9,1
